energy,n,m,edges,weights,graph_type
22.507062939564552,15,53,"[(0, 3), (0, 5), (0, 6), (0, 8), (0, 12), (1, 2), (1, 4), (1, 5), (1, 7), (1, 8), (1, 12), (1, 14), (2, 3), (2, 5), (2, 6), (2, 7), (2, 9), (2, 10), (2, 13), (2, 14), (3, 4), (3, 5), (3, 10), (3, 12), (3, 13), (3, 14), (4, 5), (4, 9), (4, 10), (4, 12), (5, 6), (5, 8), (5, 9), (5, 11), (5, 12), (6, 10), (6, 11), (6, 12), (6, 13), (7, 8), (7, 9), (7, 12), (7, 13), (8, 9), (8, 10), (8, 11), (9, 12), (9, 13), (9, 14), (10, 12), (11, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
24.285803435183105,15,57,"[(0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (0, 12), (1, 2), (1, 3), (1, 4), (1, 9), (1, 10), (1, 11), (1, 14), (2, 3), (2, 4), (2, 8), (2, 9), (2, 10), (2, 13), (3, 4), (3, 7), (3, 9), (3, 10), (3, 12), (3, 14), (4, 5), (4, 6), (4, 8), (4, 9), (4, 11), (4, 12), (4, 13), (5, 7), (5, 9), (5, 14), (6, 7), (6, 8), (6, 10), (6, 11), (6, 14), (7, 8), (7, 9), (7, 11), (7, 14), (8, 10), (8, 11), (8, 12), (8, 14), (9, 10), (9, 13), (9, 14), (10, 13), (11, 12), (11, 14), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
24.25238997984817,15,61,"[(0, 1), (0, 2), (0, 5), (0, 6), (0, 7), (0, 8), (0, 12), (0, 14), (1, 2), (1, 4), (1, 5), (1, 7), (1, 10), (1, 11), (1, 13), (1, 14), (2, 3), (2, 5), (2, 6), (2, 10), (2, 11), (2, 12), (2, 14), (3, 6), (3, 7), (3, 9), (3, 10), (3, 11), (3, 12), (3, 13), (4, 7), (4, 9), (4, 10), (4, 11), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 13), (6, 7), (6, 8), (6, 11), (6, 12), (6, 14), (7, 9), (7, 10), (7, 12), (7, 13), (7, 14), (8, 9), (8, 10), (8, 12), (8, 13), (9, 11), (9, 13), (9, 14), (10, 11), (10, 12), (10, 13), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.283667572465726,15,15,"[(0, 2), (0, 10), (1, 3), (1, 13), (2, 6), (3, 8), (4, 9), (4, 13), (5, 6), (5, 11), (7, 9), (7, 11), (8, 14), (10, 12), (12, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.639472499830896,15,30,"[(0, 5), (0, 8), (0, 9), (0, 11), (1, 2), (1, 7), (1, 8), (1, 10), (2, 5), (2, 11), (2, 13), (3, 4), (3, 5), (3, 8), (3, 12), (4, 9), (4, 10), (4, 12), (5, 13), (6, 7), (6, 9), (6, 10), (6, 14), (7, 8), (7, 14), (9, 14), (10, 13), (11, 12), (11, 13), (12, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
20.295653222546157,15,45,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 6), (0, 9), (1, 3), (1, 8), (1, 10), (1, 12), (1, 13), (2, 4), (2, 6), (2, 10), (2, 11), (2, 12), (2, 13), (3, 5), (3, 6), (3, 8), (3, 14), (4, 6), (4, 11), (4, 12), (4, 14), (5, 6), (5, 7), (5, 8), (5, 11), (6, 11), (7, 9), (7, 10), (7, 12), (7, 13), (7, 14), (8, 10), (8, 11), (8, 12), (9, 10), (9, 11), (9, 13), (9, 14), (10, 14), (12, 13), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
9.405463791890332,15,14,"[(0, 1), (0, 3), (0, 4), (0, 6), (0, 7), (0, 11), (1, 2), (3, 10), (4, 5), (5, 8), (7, 9), (7, 12), (8, 13), (10, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
27.823611615457438,15,73,"[(0, 1), (0, 2), (0, 5), (0, 6), (0, 8), (0, 10), (0, 11), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 6), (1, 7), (1, 8), (1, 10), (1, 13), (2, 3), (2, 5), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 13), (3, 4), (3, 5), (3, 7), (3, 8), (3, 10), (3, 11), (3, 12), (3, 13), (3, 14), (4, 6), (4, 7), (4, 9), (4, 10), (4, 11), (4, 12), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 13), (5, 14), (6, 7), (6, 8), (6, 11), (6, 12), (6, 13), (6, 14), (7, 8), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (8, 9), (8, 11), (8, 12), (8, 13), (9, 10), (9, 11), (9, 12), (9, 13), (10, 11), (11, 12), (11, 13), (12, 13), (12, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
25.476888789223235,15,64,"[(0, 2), (0, 4), (0, 5), (0, 8), (0, 9), (0, 10), (0, 12), (0, 13), (1, 2), (1, 3), (1, 4), (1, 6), (1, 8), (1, 9), (1, 10), (1, 11), (1, 13), (1, 14), (2, 4), (2, 5), (2, 7), (2, 8), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 11), (3, 13), (4, 5), (4, 7), (4, 8), (4, 11), (4, 12), (4, 14), (5, 8), (5, 10), (5, 14), (6, 8), (6, 10), (6, 13), (6, 14), (7, 9), (7, 10), (7, 13), (7, 14), (8, 10), (8, 11), (8, 13), (8, 14), (9, 10), (9, 11), (9, 14), (10, 11), (10, 13), (10, 14), (11, 14), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
13.301546960978472,15,26,"[(0, 1), (0, 2), (0, 4), (0, 5), (0, 6), (0, 7), (0, 9), (0, 10), (0, 12), (0, 13), (0, 14), (1, 3), (1, 13), (2, 3), (2, 4), (2, 5), (2, 6), (2, 8), (3, 8), (3, 11), (5, 9), (6, 7), (7, 10), (9, 11), (9, 12), (9, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
24.562033995700595,15,60,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 8), (0, 9), (0, 12), (1, 3), (1, 4), (1, 5), (1, 6), (1, 10), (1, 11), (1, 14), (2, 3), (2, 6), (2, 8), (2, 10), (2, 11), (2, 12), (2, 13), (3, 4), (3, 7), (3, 10), (3, 11), (3, 13), (4, 6), (4, 7), (4, 8), (4, 9), (4, 11), (5, 9), (5, 10), (5, 11), (5, 12), (5, 13), (5, 14), (6, 8), (6, 11), (6, 12), (6, 13), (6, 14), (7, 8), (7, 9), (7, 11), (7, 12), (7, 13), (7, 14), (8, 9), (8, 10), (8, 14), (9, 12), (9, 13), (9, 14), (10, 12), (10, 13), (10, 14), (11, 12), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
17.060898836031484,15,36,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (0, 12), (0, 13), (0, 14), (1, 4), (1, 6), (2, 4), (2, 5), (2, 8), (2, 10), (2, 13), (3, 7), (4, 5), (4, 6), (4, 11), (4, 13), (5, 7), (5, 8), (5, 10), (5, 12), (5, 14), (6, 7), (6, 9), (6, 10), (6, 12), (7, 9), (7, 11), (9, 14), (10, 11)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.190207359514826,15,15,"[(0, 1), (0, 14), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 11), (8, 9), (9, 10), (10, 11), (11, 12), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.170248569221908,15,15,"[(0, 13), (0, 14), (1, 4), (2, 5), (2, 7), (2, 10), (3, 6), (3, 9), (4, 7), (5, 14), (6, 7), (6, 13), (8, 9), (11, 12), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.353286395376358,15,15,"[(0, 1), (1, 5), (2, 3), (2, 13), (3, 4), (4, 5), (5, 6), (5, 8), (6, 7), (6, 14), (7, 8), (9, 10), (10, 11), (11, 12), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
10.192842600840038,15,15,"[(0, 5), (0, 14), (1, 8), (1, 9), (1, 10), (2, 10), (2, 11), (3, 4), (4, 5), (5, 8), (6, 7), (7, 8), (10, 12), (11, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.425258362424753,15,44,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 8), (0, 9), (1, 5), (1, 7), (2, 5), (2, 6), (2, 7), (2, 9), (2, 10), (2, 11), (2, 13), (2, 14), (3, 5), (3, 6), (3, 7), (3, 9), (3, 10), (3, 11), (5, 6), (5, 8), (5, 10), (5, 11), (5, 12), (5, 14), (6, 7), (6, 8), (6, 12), (6, 14), (7, 8), (7, 9), (7, 10), (7, 12), (7, 13), (7, 14), (9, 11), (11, 12), (11, 13), (12, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
21.144632311504395,15,50,"[(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 11), (0, 14), (1, 11), (1, 13), (2, 6), (2, 7), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (3, 6), (3, 10), (4, 6), (4, 7), (4, 8), (4, 9), (4, 11), (4, 12), (5, 6), (5, 7), (5, 9), (5, 12), (5, 14), (6, 7), (6, 8), (6, 9), (6, 10), (6, 14), (7, 8), (7, 10), (7, 11), (7, 12), (7, 13), (7, 14), (8, 10), (9, 12), (9, 13), (9, 14), (10, 13), (11, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.201319074999478,15,30,"[(0, 1), (0, 2), (0, 13), (0, 14), (1, 2), (1, 3), (1, 14), (2, 3), (2, 4), (3, 5), (3, 7), (3, 11), (4, 5), (4, 6), (5, 6), (5, 12), (6, 7), (6, 8), (7, 9), (8, 9), (8, 10), (9, 10), (9, 11), (10, 11), (10, 12), (11, 12), (11, 13), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.754478170363862,15,30,"[(0, 6), (0, 9), (0, 14), (1, 4), (1, 9), (1, 11), (1, 12), (2, 4), (2, 5), (3, 5), (3, 11), (4, 9), (4, 14), (5, 6), (5, 7), (5, 10), (5, 14), (6, 8), (6, 11), (7, 9), (7, 10), (7, 11), (7, 12), (7, 13), (8, 10), (8, 13), (8, 14), (9, 10), (11, 13), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
20.34817621213221,15,45,"[(0, 1), (0, 2), (0, 6), (0, 7), (0, 14), (1, 3), (1, 6), (1, 11), (1, 13), (1, 14), (2, 4), (2, 5), (2, 7), (2, 11), (2, 12), (2, 13), (2, 14), (3, 5), (3, 6), (3, 10), (3, 12), (4, 6), (4, 7), (4, 12), (5, 6), (5, 7), (5, 8), (5, 9), (5, 11), (6, 8), (6, 13), (7, 8), (7, 9), (7, 13), (8, 9), (8, 10), (8, 11), (9, 12), (10, 11), (10, 14), (11, 13), (11, 14), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.619860553944225,15,30,"[(0, 1), (0, 2), (0, 13), (1, 2), (1, 3), (1, 7), (1, 11), (1, 14), (2, 4), (2, 8), (2, 9), (3, 4), (3, 5), (4, 5), (4, 6), (4, 13), (5, 10), (5, 12), (5, 14), (6, 7), (6, 8), (7, 9), (8, 9), (8, 10), (9, 11), (10, 11), (10, 12), (11, 12), (12, 13), (12, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.54809461469144,15,45,"[(0, 1), (0, 2), (0, 3), (0, 8), (0, 12), (0, 13), (0, 14), (1, 2), (1, 3), (1, 8), (1, 13), (1, 14), (2, 3), (2, 4), (2, 5), (2, 8), (2, 14), (3, 4), (3, 5), (3, 6), (3, 8), (4, 5), (4, 6), (4, 7), (5, 7), (5, 8), (5, 14), (6, 7), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (9, 10), (9, 11), (9, 12), (10, 11), (10, 12), (10, 13), (11, 12), (11, 13), (11, 14), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
20.067499825734927,15,45,"[(0, 5), (0, 7), (0, 10), (0, 14), (1, 2), (1, 3), (1, 5), (1, 12), (1, 14), (2, 6), (2, 9), (2, 10), (2, 12), (2, 13), (3, 7), (3, 9), (3, 10), (3, 11), (3, 14), (4, 5), (4, 6), (4, 8), (4, 10), (4, 12), (5, 8), (5, 12), (5, 13), (5, 14), (6, 8), (6, 11), (6, 14), (7, 10), (7, 11), (7, 14), (8, 9), (8, 10), (8, 11), (8, 12), (9, 10), (9, 12), (9, 13), (10, 12), (10, 13), (10, 14), (11, 13)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
24.211368940931507,15,60,"[(0, 1), (0, 3), (0, 4), (0, 5), (0, 7), (0, 11), (0, 12), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 12), (1, 13), (1, 14), (2, 4), (2, 5), (2, 6), (2, 10), (2, 11), (2, 13), (2, 14), (3, 4), (3, 5), (3, 6), (3, 7), (3, 14), (4, 5), (4, 6), (4, 7), (4, 8), (5, 6), (5, 7), (5, 8), (5, 10), (6, 7), (6, 8), (6, 9), (6, 10), (7, 8), (7, 10), (7, 11), (8, 10), (8, 11), (8, 12), (8, 14), (9, 10), (9, 11), (9, 12), (9, 13), (10, 11), (10, 12), (10, 13), (10, 14), (11, 12), (11, 13), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
19.696970570977673,15,45,"[(0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 12), (0, 13), (1, 2), (1, 4), (1, 6), (1, 14), (2, 3), (2, 4), (2, 5), (3, 4), (3, 5), (3, 10), (3, 13), (4, 6), (4, 9), (4, 12), (4, 14), (5, 6), (5, 7), (6, 7), (6, 8), (6, 9), (7, 8), (7, 9), (7, 10), (8, 9), (8, 10), (8, 11), (9, 10), (9, 11), (9, 12), (9, 13), (10, 11), (10, 13), (10, 14), (11, 12), (11, 13), (11, 14), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
15.596458042271653,15,30,"[(0, 1), (0, 6), (0, 13), (0, 14), (1, 3), (1, 6), (1, 14), (2, 3), (2, 4), (3, 5), (3, 12), (4, 6), (4, 9), (4, 13), (5, 10), (5, 11), (5, 12), (6, 7), (6, 8), (6, 13), (7, 8), (7, 9), (8, 9), (8, 10), (9, 11), (10, 13), (11, 13), (11, 14), (12, 13), (12, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
23.96932109678519,15,60,"[(0, 1), (0, 4), (0, 7), (0, 9), (0, 11), (0, 12), (0, 13), (0, 14), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (1, 11), (1, 12), (1, 13), (2, 3), (2, 4), (2, 5), (2, 8), (2, 11), (2, 13), (3, 5), (3, 6), (3, 7), (3, 10), (4, 6), (4, 8), (4, 9), (4, 14), (5, 6), (5, 7), (5, 8), (5, 9), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 14), (7, 8), (7, 9), (7, 10), (7, 12), (7, 14), (8, 9), (8, 10), (8, 11), (8, 12), (9, 10), (9, 11), (9, 12), (10, 11), (10, 12), (10, 13), (11, 12), (11, 13), (12, 13), (12, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
24.74608461774155,15,60,"[(0, 3), (0, 4), (0, 9), (0, 10), (0, 11), (0, 12), (1, 2), (1, 3), (1, 8), (1, 9), (1, 14), (2, 3), (2, 5), (2, 7), (2, 8), (2, 9), (2, 10), (2, 12), (2, 13), (3, 6), (3, 7), (3, 9), (3, 10), (3, 12), (3, 13), (4, 6), (4, 8), (4, 9), (4, 11), (4, 12), (4, 13), (5, 6), (5, 9), (5, 12), (5, 13), (5, 14), (6, 7), (6, 8), (6, 9), (6, 10), (6, 11), (6, 13), (6, 14), (7, 9), (7, 10), (7, 11), (7, 12), (7, 14), (8, 10), (8, 11), (8, 14), (9, 10), (9, 11), (9, 12), (9, 14), (10, 13), (11, 12), (11, 13), (11, 14), (13, 14)]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",hog
